fname	trait1	trait2	dice (mean)	dice (std)	pi1 (mean)	pi1 (std)	pi2 (mean)	pi2 (std)	pi12 (mean)	pi12 (std)	nc1@p9 (mean)	nc1@p9 (std)	nc2@p9 (mean)	nc2@p9 (std)	nc12@p9 (mean)	nc12@p9 (std)	rho_zero (mean)	rho_zero (std)	rho_beta (mean)	rho_beta (std)	rg (mean)	rg (std)	fraction_concordant_within_shared (mean)	fraction_concordant_within_shared (std)	best_vs_min_AIC	best_vs_min_BIC	best_vs_max_AIC	best_vs_max_BIC
SCZ_vs_INT.fit.json	SCZ	INT	0.9160492935094775	0.017722646241325597	3.899938344218538e-05	1.8300991292709452e-05	0.0005121087496235294	0.00012348132494573337	0.0030028814895869792	7.206607647281942e-05	124.37358459618368	58.3639967568234	1633.17456000732	393.7963541642703	9576.539473531015	229.82712719021876	-0.03127395575356235	0.001906084982615847	-0.26885842428277484	0.007930734179325402	-0.2468994215268236	0.006240807484415938	0.4133505920252077	0.0026226234343919843	105.31790384680498	95.86323674209592	-0.6872314053412992	-10.141898510050362
SCZ_vs_INT.test.json	SCZ	INT	0.9160492935094775	0.017722646241325597	3.899938344218538e-05	1.8300991292709452e-05	0.0005121087496235294	0.00012348132494573337	0.0030028814895869792	7.206607647281942e-05	124.37358459618368	58.3639967568234	1633.17456000732	393.7963541642703	9576.539473531015	229.82712719021876	-0.02679752228869377	0.0005937149327744309	-0.26885842428277484	0.007930734179325402	-0.2468994215268236	0.006240807484415938	0.4133505920252077	0.0026226234343919843				
