fname	pi (mean)	pi (std)	sig2_beta (mean)	sig2_beta (std)	sig2_zero (mean)	sig2_zero (std)	h2 (mean)	h2 (std)	nc@p9 (mean)	nc@p9 (std)	AIC	BIC
SCZ.fit.json	0.0030418808730291644	7.101376829990145e-05	6.780953374849656e-05	1.2641336061649044e-06	1.2059416373241607	0.004327323635632207	0.42767700796685854	0.0037852748451248416	9700.913058127198	226.47119363399483	309.9948023406963	300.4642593948345
INT.fit.json	0.003514990239210509	0.00010977608275961452	2.623043573263119e-05	7.095473228005956e-07	1.2073149585150753	0.005028171475855466	0.19109462393842827	0.0022214008777686253	11209.714033538337	350.0887375817319	339.8480761657207	330.3516861567943
